name,address,latitude,longitude,price,stars,business_type,kitchen_type,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,upscale,casual,trendy,classy,review_count,parking,Sunday_open,Sunday_close,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close
Rockne's,4754 Ridge Rd,41.425428499999995,-81.7356687,2,3.0,Burgers,American,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,53,True,,,,,,,,,,,,,,
State Rd Beverage & Liquor Agency,4810 State Rd,41.4234439,-81.71016429999999,1,4.0,Bar,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,True,10:00:00,18:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00
Constantino's Cafe - The Edge,1750 Euclid Ave,41.5008494,-81.6790503,,2.5,Cafe,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,8:00:00,15:00:00,6:30:00,20:00:00,6:30:00,20:00:00,6:30:00,20:00:00,6:30:00,20:00:00,6:30:00,20:00:00,8:00:00,15:00:00
Chipotle Mexican Grill,3471 Steelyard Dr,41.46011,-81.690376,1,2.5,Fast Food,Mexican,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,55,True,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00
Coda,2247 Professor Ave,41.481615399999995,-81.6863595,2,4.0,Pizza,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,18:00:00,2:00:00,18:00:00,2:00:00,,,,,18:00:00,2:00:00,18:00:00,2:00:00,18:00:00,2:00:00
Annie & Earl's,4017 Saint Clair Ave,41.5167912,-81.6639436,1,4.5,other,American,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,23,False,,,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00
Charley's Grilled Subs,"230 W Huron Rd, Ste 7247",41.4971659,-81.6940644,2,2.5,Sandwiches,other,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,5,True,,,,,,,,,,,,,,
Jack's Deli & Restaurant,14490 Cedar Rd,41.50116,-81.517993,2,4.0,Event Planning & Services,other,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,170,True,8:00:00,20:00:00,,,7:00:00,14:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00
Taco Bell,4110 Lee Rd,41.43321794,-81.56253919,1,1.0,Fast Food,Mexican,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
Ridgewood Inn,5759 Ridge Rd,41.406203000000005,-81.734272,2,3.0,Bar,American,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19,False,,,,,,,,,,,,,,
Lucky's Cafe,777 Starkweather Ave,41.4773709,-81.68305009999999,2,4.0,Cafe,other,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,892,True,9:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,9:00:00,15:00:00
Happy's Pizza,15020 Puritas Ave,41.43457413,-81.80187225,2,2.5,Pizza,American,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19,True,11:00:00,23:00:00,,,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,1:00:00
Beviamo Cafe,2275 Professor Ave,41.4812217,-81.6860068,2,4.5,Cafe,Mediterranean,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,62,False,9:00:00,15:00:00,,,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,8:00:00,17:00:00
Mister Brisket,2156 S Taylor Rd,41.5010854,-81.5563191,1,4.5,Sandwiches,other,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,77,True,,,,,9:00:00,16:00:00,9:00:00,16:00:00,9:00:00,16:00:00,9:00:00,17:00:00,9:00:00,15:00:00
Number One Pho,3120 Superior Ave E,41.510829799999996,-81.6691226,2,3.5,other,Vietnamese,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,210,False,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,21:30:00,11:00:00,21:30:00
Burger King,7500 Detroit Rd,41.48271555,-81.73685713,1,3.0,Fast Food,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,7:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00
Cafe Miami,4517 State Rd,41.4313125,-81.7070548,1,4.5,Sandwiches,American,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,63,True,9:00:00,14:00:00,,,9:00:00,15:00:00,9:00:00,15:00:00,,,9:00:00,15:00:00,9:00:00,15:30:00
Harvard Wine & Grill,14201 Harvard Ave,41.449265000000004,-81.5827479,3,2.5,Bar,American,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,12,False,,,,,,,,,,,,,,
Michael's Diner,13051 Shaker Blvd,41.484023799999996,-81.59168009999999,1,4.0,Diners,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,37,False,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,,,,
Paninis Bar & Grill,840 Huron Rd E,41.4986069,-81.685637,1,3.5,Pizza,other,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,58,False,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Hansa Brewery,2717 Lorain Ave,41.4832896,-81.70486319999999,2,4.0,Bar,other,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,127,False,11:00:00,15:00:00,,,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,0:00:00,12:00:00,0:00:00
Pupuseria Katarina,1409 Brookpark Rd,41.4190574,-81.6891499,1,4.5,other,Latin American,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,70,True,12:00:00,18:00:00,,,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,21:00:00,12:00:00,21:00:00
Vincenza's Pizza & Pasta,603 Prospect Ave E,41.4986245,-81.6887747,1,4.5,Pizza,Italian,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,108,False,,,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,,
Der Braumeister,13046 Lorain Ave,41.458523799999995,-81.78014470000001,2,4.0,Bar,American,False,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,107,True,10:00:00,16:00:00,,,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,22:00:00,12:00:00,22:00:00
Dairy Queen,5342 Ridge Rd,41.4151294,-81.73483509999998,1,3.0,Fast Food,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,12:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,10:30:00,22:00:00
Dina's Pizza & Pub,5701 Memphis Ave,41.4395145,-81.72631059999999,2,4.0,Pizza,other,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,160,True,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Michael's Restaurant,3009 Clark Ave,41.469635499999995,-81.7021124,1,4.5,other,American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,7:00:00,14:30:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,14:30:00
Subway Restaurants,"4760 Grayton Road, Unit #4",41.42655851,-81.84428973,1,2.0,Sandwiches,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,True,9:00:00,21:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,9:00:00,22:00:00
Steve's Doghouse,3850 Pearl Rd,41.4501392,-81.7021262,1,4.5,Diners,American,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,27,True,,,,,,,,,,,,,,
Domino's Pizza,1994 Warrensville Center Rd,41.50546316,-81.53687485,1,2.0,Pizza,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,2:00:00,10:30:00,2:00:00
Rincon Criollo Take 2,7403 Denison Ave,41.4624167,-81.7396196,,4.0,other,Latin American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,10:00:00,16:00:00,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00
Penn Station,10001 E Chester Ave,41.505921,-81.618806,1,3.5,Sandwiches,other,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,6,True,12:00:00,20:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Kim Se Cambodian Cuisine,"1979 W 25th St, Ste A10",41.484668,-81.703108,1,4.5,other,Thai,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,False,,,7:00:00,16:00:00,,,7:00:00,16:00:00,,,7:00:00,18:00:00,7:00:00,18:00:00
Nunzio's Pizzeria,4478 Pearl Rd,41.43398,-81.7114062,1,2.5,Pizza,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,False,14:00:00,1:30:00,16:00:00,3:30:00,16:00:00,3:30:00,16:00:00,3:30:00,16:00:00,3:30:00,16:00:00,3:30:00,16:00:00,3:30:00
Al & B's Barbeque,15115 Puritas Rd,41.4335801,-81.8023272,1,4.0,other,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,False,,,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,0:00:00,13:00:00,0:00:00
Spice Kitchen + Bar,5800 Detroit Ave,41.485208899999996,-81.7264904,2,4.0,Bar,American,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,334,True,17:00:00,21:00:00,,,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,22:00:00,17:00:00,22:00:00
Jimmy John's,17510 Lorain Ave,41.4503088,-81.819517,1,2.5,Sandwiches,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Indian Flame Restaurant,11623 Euclid Ave,41.511231,-81.602863,2,3.5,other,Indian,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,156,False,12:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,12:00:00,22:30:00
Tony's Southside Pizza,2193 Professor Ave,41.4821532,-81.686879,2,3.5,Pizza,other,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,20,False,,,,,,,,,,,19:00:00,1:30:00,19:00:00,1:30:00
Coffee Coffee Coffee,4193 Pearl Rd,41.441109999999995,-81.70505,1,5.0,Cafe,Italian,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,56,True,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00
Teriyaki Express,7060 Denison Ave,41.4620701,-81.73667259999999,,3.5,other,Chinese,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,11:00:00,21:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,23:00:00,10:30:00,23:00:00
Lyndhurst Valero,5615 Mayfield Rd,41.520325,-81.477304,,2.0,other,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
David's Grill & Bar,1001 Lakeside Ave,41.50663376,-81.69082642,1,3.0,Sandwiches,American,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,8,True,,,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,,
McDonald's,3211 Clark Ave,41.46951548,-81.70481927,1,2.5,Cafe,other,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False,6:00:00,23:00:00,5:30:00,23:00:00,5:30:00,23:00:00,5:30:00,23:00:00,5:30:00,23:00:00,5:30:00,23:00:00,6:00:00,23:00:00
Whitmore's Bar B Que,15301 Kinsman Rd,41.4647419,-81.57392929999999,,3.5,other,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
Burger King,10260 Brookpark Rd,41.41884423,-81.756876,1,3.0,Fast Food,other,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8,False,7:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,1:00:00,6:00:00,1:00:00
Kalie's Restaurant,4446 Mayfield Rd,41.5196929,-81.5199335,1,3.5,other,American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,False,7:00:00,14:00:00,7:00:00,14:00:00,7:00:00,14:00:00,7:00:00,20:00:00,7:00:00,14:00:00,7:00:00,20:00:00,7:00:00,14:00:00
Cleveland Corned Beef,5164 Pearl Rd,41.419627,-81.728379,1,3.0,Sandwiches,American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,55,False,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00
Soul Deli,23150 Emery Rd,41.43513461,-81.51559194,2,1.0,Delis,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,,,,,,,,,,,,,,
Winking Lizard Tavern,811 Huron Rd E,41.4985902,-81.6867747,2,3.5,Bar,other,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,223,False,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,1:00:00,11:00:00,1:00:00
Kifaya's Kitchen,3650 W 117th St,41.453732,-81.769322,2,5.0,other,Mediterranean,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,False,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
It's Greek To You,"230 W Huron Rd, Ste 8560",41.4971659,-81.6940644,1,3.5,other,Greek,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,,,,,,,,,,,,,,
Poca Casual Mexican,1400 W 25th St,41.49114114,-81.70745127,,5.0,other,Mexican,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00
Superior Pho,"3030 Superior Ave E, Ste E",41.510485100000004,-81.6696382,1,4.0,Sandwiches,Vietnamese,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,629,True,10:30:00,19:00:00,,,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00
Hong Kong Kitchen,2802 Clark Ave,41.470185,-81.701072,1,4.0,other,Chinese,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,,,,,,,,,,,,,,
Hanabi Japanese Restaurant,1313 W 6th St,41.49991773,-81.69870379,2,4.0,Bar,Japanese,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,115,True,16:30:00,21:00:00,,,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00
The Odeon Concert Club,1295 Old River Rd,41.4984604,-81.7028319,2,2.5,Bar,American,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,False,,,,,,,,,,,6:00:00,1:30:00,18:00:00,1:30:00
Kantina,11303 Euclid Ave,41.508602,-81.60635490000001,1,4.0,Sandwiches,other,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,16,False,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,14:00:00,,
Ball Ball Waffle,"2999 Payne Ave, Ste 126",41.5085099,-81.66968100000001,,4.5,other,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,True,11:00:00,16:00:00,11:00:00,16:00:00,,,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00
Mr. Hero,1510 W 117th St,41.4805418,-81.7694416,,4.0,Sandwiches,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,,,,,,,,,,,,,,
Pizza Whirl,1822 W 25th St,41.4862043,-81.70533359999999,2,4.5,Pizza,other,False,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,104,False,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,3:00:00,11:00:00,3:00:00
Foyer,2529 Detroit Ave,41.4909218,-81.7080491,,4.5,Cafe,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17,False,,,8:00:00,16:00:00,8:00:00,16:00:00,8:00:00,16:00:00,8:00:00,16:00:00,8:00:00,16:00:00,9:00:00,16:00:00
Georgio's Oven Fresh Pizza Corporate Office,"23366 Commerce Park, Ste 102A",41.460562200000005,-81.5132777,,1.0,Pizza,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
Tommy's Fairview Tavern,21867 Lorain Rd,41.4418622,-81.862261,2,3.5,Bar,American,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,48,False,7:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Barrister's Deli,1424 Hamilton Ave,41.506851399999995,-81.6866037,1,4.5,Sandwiches,American,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,41,False,,,11:00:00,17:30:00,11:00:00,17:30:00,11:00:00,17:30:00,11:00:00,17:30:00,11:00:00,18:30:00,,
McDonald's,10710 Lorain Ave,41.464938200000006,-81.76097929999999,1,1.0,Cafe,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,,,,,,,,,,,,,,
Flannery's Pub,323 E Prospect Ave,41.498560999999995,-81.69023299999999,2,3.5,Bar,other,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,286,True,11:30:00,23:00:00,,,11:30:00,19:00:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00
BRB Cafe,2109 Adelbert Rd,41.505142,-81.603983,2,2.5,other,other,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,,,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,,
Souper Market,16804 Lorain Ave,41.45049237,-81.81529626,1,4.5,other,other,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,36,False,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,18:00:00
Becky's,1762 E 18th St,41.5039881,-81.679799,1,3.5,Bar,American,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,83,True,12:00:00,2:00:00,,,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,12:00:00,2:00:00
Knuckleheads,2115 Brookpark Rd,41.4189542,-81.6958064,1,4.5,Bar,American,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4,False,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Geppetto's Pizza & Ribs,4350 Mayfield Rd,41.520088200000004,-81.52343959999999,2,3.0,Pizza,other,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,17,False,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,12:00:00,0:00:00
Siam Cafe,3951 St Clair Ave NE,41.516503,-81.6649155,2,4.0,other,Chinese,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,243,True,11:00:00,23:30:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00
Michelson & Morley,11038 Bellflower Rd,41.5080984,-81.6087304,2,4.0,Pizza,American,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,15,True,,,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00
Renaissance Cleveland Hotel,24 Public Sq,41.498611499999996,-81.69447070000001,3,3.0,Event Planning & Services,other,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,198,False,,,,,,,,,,,,,,
Kabob House,530 Euclid Ave,41.499097,-81.68919,1,4.5,other,Mediterranean,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,32,False,,,10:30:00,15:00:00,10:30:00,15:00:00,10:30:00,15:00:00,10:30:00,15:00:00,10:30:00,15:00:00,,
Citizen Pie,15710 Waterloo Rd,41.57113472,-81.57055521,2,4.5,Pizza,other,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,155,False,12:00:00,20:00:00,,,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00
kingston Jamaican Restaurant,9718 Buckeye Rd,41.4822866,-81.6172297,,2.5,other,Caribbean,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00
Memphis Bakery of Old Brooklyn,6100 Memphis Ave,41.4402671,-81.72915809999999,1,3.5,Bakeries,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,True,,,,,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00
Marcos Pizza,4791 Turney Rd,41.43004439999999,-81.615303,2,1.0,Pizza,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,,,,,,,,,,,,,,
Mixed Greens,1301 E 9th St,41.50499287,-81.68913308,2,4.0,other,other,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,False,,,9:00:00,17:00:00,9:00:00,17:00:00,9:00:00,17:00:00,9:00:00,17:00:00,9:00:00,17:00:00,,
Old Country Sausage Kitchen,"1979 W 25th St, Ste G8",41.48467513,-81.70310273,2,5.0,other,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,7:00:00,16:00:00,,,7:00:00,16:00:00,,,7:00:00,18:00:00,7:00:00,18:00:00
Slices Fabulous Pastries,4190 Pearl Rd,41.441557700000004,-81.70533359999999,,5.0,Bakeries,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,7:00:00,14:00:00,7:00:00,14:00:00,7:00:00,14:00:00,7:00:00,14:00:00,7:00:00,14:00:00
Richie Chan's Chinese Restaurant,13181 Cedar Rd,41.5014129,-81.5659625,1,4.0,other,Chinese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,40,True,16:00:00,21:00:00,11:30:00,21:30:00,11:30:00,21:30:00,11:30:00,21:30:00,11:30:00,21:30:00,11:30:00,22:00:00,12:00:00,22:00:00
Cowell & Hubbard,1305 Euclid Ave,41.50091407,-81.68287218,3,4.0,Bar,American,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,199,True,16:00:00,20:00:00,,,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,23:00:00,16:00:00,23:00:00
Cleats Club Seat Grille Old Brooklyn,3995 Jennings Rd,41.4478025,-81.68734909999999,2,3.5,Bar,American,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,41,True,11:00:00,0:00:00,,,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Fluffy Duck Cafe,10001 Chester Ave,41.505860999999996,-81.61881120000001,1,4.0,Cafe,other,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,95,True,,,,,7:00:00,18:00:00,7:00:00,18:00:00,7:00:00,18:00:00,7:00:00,18:00:00,8:00:00,17:00:00
Giuseppes Pizza & Subs,5848 Mayfield Rd,41.5196863,-81.4687285,2,3.5,Pizza,other,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18,False,12:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Beerhead Bar & Eatery,1156 W 11th St,41.499502299999996,-81.70530547,2,3.5,Bar,American,False,False,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,223,True,16:00:00,23:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Sweet Moses,2401 Ontario St,41.495636299999994,-81.68473979999999,1,4.5,other,other,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,False,,,,,,,,,,,,,,
Mr. Hero,5820 Stumph Rd,41.4042964,-81.769795,,4.0,Sandwiches,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,11:00:00,19:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00
